country,market_id,commodity_id,commodity,currency,unit,food_unit_original,food_unit_kg,food_normalized_unit,food_price_type,wage_series_signature,series_id,baseline_months,baseline_year_counts,baseline_geometric_mean,eligible,eligibility_reason,weight
YEM,1933,64,Rice (imported),YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",e0d32e7f85caacb9a50ec07a726836ffb4ab43891c4b3af4c9f36d1d36dffd27,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",5.323960812636373,False,insufficient fixed baseline coverage,
YEM,1943,58,Wheat flour,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",e1106ef1fc40139e525288ca2081e7d1647f1f773089f5fb12c3fe41e7e2d73c,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",14.407299256144777,False,insufficient fixed baseline coverage,
YEM,1937,84,Wheat,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",e49e4032f1be9bc9dab91e682196e722fe0b4a2e3ef9b3c143e0014f546f3d96,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",20.80414975590662,False,insufficient fixed baseline coverage,
YEM,197,84,Wheat,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",e6d6d1f9d91d3e5d1834de36ba47bf20f58bded72f8502c878f85648052a428c,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",18.115490529604063,False,insufficient fixed baseline coverage,
YEM,199,84,Wheat,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",ebb1595ce248184c65fcdbad495975bd8bb850b2b6cbc540f21b224dee85429e,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",15.584806415054258,False,insufficient fixed baseline coverage,
YEM,196,64,Rice (imported),YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",ece92b3ccfc2f51b46e834c92cb6b92659cc9c9836887bf362f44dc255b6c0fa,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",6.021927681558561,False,insufficient fixed baseline coverage,
YEM,1938,58,Wheat flour,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",ed710d39cf2717e45ebbdc7404bf6fba1dd347d2c7004dd847a78fa57c35d854,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",19.518346844424055,False,insufficient fixed baseline coverage,
YEM,194,84,Wheat,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",f06ab0cefe04f12e54284b103cf650bd3f61b280def18b744525b827a33601b8,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",12.125858010821077,False,insufficient fixed baseline coverage,
YEM,1942,84,Wheat,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",f0b5ac70b308bf6b1b6cc7856845148d3829eb57cd5d891edf622785ca97f8c2,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",13.778910085636493,False,insufficient fixed baseline coverage,
YEM,1941,64,Rice (imported),YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",f2118d9baed0df139aaefbf6576d7f2305a9b2b36eca0375e8794318204eb8ec,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",6.398765909548526,False,insufficient fixed baseline coverage,
YEM,1946,84,Wheat,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",f2f09ef85368503aa70cb1ff32a59f84e6246c523e7da448e55a5410b6e71ce8,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",17.10417255506222,False,insufficient fixed baseline coverage,
YEM,2370,58,Wheat flour,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",f44a13387cb7a2df88c547515290575a9bb4cb088bafed1b9405cc56509513c6,26,"{""2015"":0,""2016"":6,""2017"":12,""2018"":8,""2019"":0}",10.398018183956124,False,insufficient fixed baseline coverage,
YEM,1934,64,Rice (imported),YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",f59c4e6c517032cbcee1d6cc92ef7fd99c8940ee23f1536f33d2d4fa6b4b2761,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",4.762535264205356,False,insufficient fixed baseline coverage,
YEM,1935,64,Rice (imported),YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",f6dd17beacb74b7b157e0d841a830da5f12b3a15bfe28fe44302bdc58a8ce76d,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",6.274497023531002,False,insufficient fixed baseline coverage,
YEM,1940,84,Wheat,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",f95c7693cf5687537023901b45de9f87215c176485a3b8d940ad32480db26190,42,"{""2015"":0,""2016"":6,""2017"":12,""2018"":12,""2019"":12}",14.812421214736274,False,insufficient fixed baseline coverage,
YEM,198,58,Wheat flour,YER,kg/day_wage,KG,1.0,KG,Retail,"{""commodity"":""Wage (non-qualified labour)"",""commodity_id"":""277"",""currency"":""YER"",""pricetype"":""Retail"",""unit"":""DAY""}",fd819285cd271e3bd64fa74e3ffe791800690a1d38eeca11099108f9542181e5,43,"{""2015"":0,""2016"":7,""2017"":12,""2018"":12,""2019"":12}",18.584051704138666,False,insufficient fixed baseline coverage,
